Date;Product;Delivery Period;Price (EUR/MWh);Volume (MW)
2026-04-03;QH 12;02:45 - 03:00;118.92;0.0
2026-04-03;QH 13;03:00 - 03:15;121.05;0.0
2026-04-03;QH 14;03:15 - 03:30;123.44;0.0
2026-04-03;QH 15;03:30 - 03:45;121.1;0.0
2026-04-03;QH 16;03:45 - 04:00;128.02;0.0
2026-04-03;QH 17;04:00 - 04:15;121.02;0.0
2026-04-03;QH 18;04:15 - 04:30;132.34;0.0
2026-04-03;QH 19;04:30 - 04:45;139.95;0.0
2026-04-03;QH 20;04:45 - 05:00;139.19;0.0
2026-04-03;QH 21;05:00 - 05:15;139.16;0.0
2026-04-03;QH 22;05:15 - 05:30;138.84;0.0
2026-04-03;QH 23;05:30 - 05:45;135.65;0.0
2026-04-03;QH 24;05:45 - 06:00;129.8;0.0
2026-04-03;QH 25;06:00 - 06:15;156.58;0.0
2026-04-03;QH 26;06:15 - 06:30;135.59;0.0
2026-04-03;QH 27;06:30 - 06:45;128.15;0.0
2026-04-03;QH 28;06:45 - 07:00;103.85;0.0
2026-04-03;QH 29;07:00 - 07:15;143.14;0.0
2026-04-03;QH 30;07:15 - 07:30;121.59;0.0
2026-04-03;QH 31;07:30 - 07:45;103.66;0.0
2026-04-03;QH 32;07:45 - 08:00;84.33;0.0
2026-04-03;QH 33;08:00 - 08:15;126.78;0.0
2026-04-03;QH 34;08:15 - 08:30;95.78;0.0
2026-04-03;QH 35;08:30 - 08:45;64.66;0.0
2026-04-03;QH 36;08:45 - 09:00;55.12;0.0
2026-04-03;QH 37;09:00 - 09:15;72.0;0.0
2026-04-03;QH 38;09:15 - 09:30;60.0;0.0
2026-04-03;QH 39;09:30 - 09:45;49.07;0.0
2026-04-03;QH 40;09:45 - 10:00;30.76;0.0
2026-04-03;QH 41;10:00 - 10:15;48.59;0.0
2026-04-03;QH 42;10:15 - 10:30;31.06;0.0
2026-04-03;QH 43;10:30 - 10:45;19.79;0.0
2026-04-03;QH 44;10:45 - 11:00;8.6;0.0
2026-04-03;QH 45;11:00 - 11:15;19.08;0.0
2026-04-03;QH 46;11:15 - 11:30;11.64;0.0
2026-04-03;QH 47;11:30 - 11:45;7.7;0.0
2026-04-03;QH 48;11:45 - 12:00;1.36;0.0
2026-04-03;QH 49;12:00 - 12:15;4.5;0.0
2026-04-03;QH 50;12:15 - 12:30;1.91;0.0
2026-04-03;QH 51;12:30 - 12:45;0.1;0.0
2026-04-03;QH 52;12:45 - 13:00;0.1;0.0
2026-04-03;QH 53;13:00 - 13:15;0.0;0.0
2026-04-03;QH 54;13:15 - 13:30;0.1;0.0
2026-04-03;QH 55;13:30 - 13:45;3.0;0.0
2026-04-03;QH 56;13:45 - 14:00;9.1;0.0
2026-04-03;QH 57;14:00 - 14:15;2.62;0.0
2026-04-03;QH 58;14:15 - 14:30;11.81;0.0
2026-04-03;QH 59;14:30 - 14:45;32.64;0.0
2026-04-03;QH 60;14:45 - 15:00;48.7;0.0
2026-04-03;QH 61;15:00 - 15:15;43.35;0.0
2026-04-03;QH 62;15:15 - 15:30;62.51;0.0
2026-04-03;QH 63;15:30 - 15:45;73.99;0.0
2026-04-03;QH 64;15:45 - 16:00;87.34;0.0
2026-04-03;QH 65;16:00 - 16:15;77.03;0.0
2026-04-03;QH 66;16:15 - 16:30;86.17;0.0
2026-04-03;QH 67;16:30 - 16:45;93.29;0.0
2026-04-03;QH 68;16:45 - 17:00;99.4;0.0
2026-04-03;QH 69;17:00 - 17:15;96.85;0.0
2026-04-03;QH 70;17:15 - 17:30;98.88;0.0
2026-04-03;QH 71;17:30 - 17:45;101.61;0.0
2026-04-03;QH 72;17:45 - 18:00;100.22;0.0
2026-04-03;QH 73;18:00 - 18:15;103.64;0.0
2026-04-03;QH 74;18:15 - 18:30;101.08;0.0
2026-04-03;QH 75;18:30 - 18:45;94.07;0.0
2026-04-03;QH 76;18:45 - 19:00;86.56;0.0
2026-04-03;QH 77;19:00 - 19:15;94.01;0.0
2026-04-03;QH 78;19:15 - 19:30;87.76;0.0
2026-04-03;QH 79;19:30 - 19:45;79.06;0.0
2026-04-03;QH 80;19:45 - 20:00;75.98;0.0
2026-04-03;QH 81;20:00 - 20:15;89.35;0.0
2026-04-03;QH 82;20:15 - 20:30;80.05;0.0
2026-04-03;QH 83;20:30 - 20:45;79.98;0.0
2026-04-03;QH 84;20:45 - 21:00;75.74;0.0
2026-04-03;QH 85;21:00 - 21:15;78.19;0.0
2026-04-03;QH 86;21:15 - 21:30;63.14;0.0
2026-04-03;QH 87;21:30 - 21:45;50.49;0.0
2026-04-03;QH 88;21:45 - 22:00;50.53;0.0
2026-04-03;QH 89;22:00 - 22:15;12.44;0.0
2026-04-03;QH 90;22:15 - 22:30;17.35;0.0
2026-04-03;QH 91;22:30 - 22:45;4.76;0.0
2026-04-03;QH 92;22:45 - 23:00;4.36;0.0
2026-04-03;QH 93;23:00 - 23:15;14.23;0.0
2026-04-03;QH 94;23:15 - 23:30;10.08;0.0
2026-04-03;QH 95;23:30 - 23:45;9.26;0.0
2026-04-03;QH 96;23:45 - 00:00;2.25;0.0
2026-04-04;QH 1;00:00 - 00:15;10.73;0.0
2026-04-04;QH 2;00:15 - 00:30;7.09;0.0
2026-04-04;QH 3;00:30 - 00:45;3.81;0.0
2026-04-04;QH 4;00:45 - 01:00;4.1;0.0
2026-04-04;QH 5;01:00 - 01:15;0.38;0.0
2026-04-04;QH 6;01:15 - 01:30;2.97;0.0
2026-04-04;QH 7;01:30 - 01:45;2.04;0.0
2026-04-04;QH 8;01:45 - 02:00;2.56;0.0
2026-04-04;QH 9;02:00 - 02:15;4.43;0.0
2026-04-04;QH 10;02:15 - 02:30;3.39;0.0
2026-04-04;QH 11;02:30 - 02:45;9.29;0.0
2026-04-04;QH 12;02:45 - 03:00;8.5;0.0
2026-04-04;QH 13;03:00 - 03:15;13.39;0.0
2026-04-04;QH 14;03:15 - 03:30;8.95;0.0
2026-04-04;QH 15;03:30 - 03:45;10.1;0.0
2026-04-04;QH 16;03:45 - 04:00;14.5;0.0
2026-04-04;QH 17;04:00 - 04:15;7.77;0.0
2026-04-04;QH 18;04:15 - 04:30;9.91;0.0
2026-04-04;QH 19;04:30 - 04:45;15.03;0.0
2026-04-04;QH 20;04:45 - 05:00;20.74;0.0
2026-04-04;QH 21;05:00 - 05:15;19.9;0.0
2026-04-04;QH 22;05:15 - 05:30;18.37;0.0
2026-04-04;QH 23;05:30 - 05:45;23.46;0.0
2026-04-04;QH 24;05:45 - 06:00;15.34;0.0
2026-04-04;QH 25;06:00 - 06:15;21.88;0.0
2026-04-04;QH 26;06:15 - 06:30;19.97;0.0
2026-04-04;QH 27;06:30 - 06:45;16.03;0.0
2026-04-04;QH 28;06:45 - 07:00;8.9;0.0
2026-04-04;QH 29;07:00 - 07:15;12.98;0.0
2026-04-04;QH 30;07:15 - 07:30;6.45;0.0
2026-04-04;QH 31;07:30 - 07:45;4.51;0.0
2026-04-04;QH 32;07:45 - 08:00;2.46;0.0
2026-04-04;QH 33;08:00 - 08:15;3.94;0.0
2026-04-04;QH 34;08:15 - 08:30;2.0;0.0
2026-04-04;QH 35;08:30 - 08:45;1.3;0.0
2026-04-04;QH 36;08:45 - 09:00;0.0;0.0
2026-04-04;QH 37;09:00 - 09:15;0.0;0.0
2026-04-04;QH 38;09:15 - 09:30;-0.01;0.0
2026-04-04;QH 39;09:30 - 09:45;-0.01;0.0
2026-04-04;QH 40;09:45 - 10:00;-0.02;0.0
2026-04-04;QH 41;10:00 - 10:15;-0.06;0.0
2026-04-04;QH 42;10:15 - 10:30;-0.62;0.0
2026-04-04;QH 43;10:30 - 10:45;-0.26;0.0
2026-04-04;QH 44;10:45 - 11:00;-0.05;0.0
2026-04-04;QH 45;11:00 - 11:15;-0.04;0.0
2026-04-04;QH 46;11:15 - 11:30;-0.04;0.0
2026-04-04;QH 47;11:30 - 11:45;-0.03;0.0
2026-04-04;QH 48;11:45 - 12:00;-0.03;0.0
2026-04-04;QH 49;12:00 - 12:15;-0.03;0.0
2026-04-04;QH 50;12:15 - 12:30;-0.02;0.0
2026-04-04;QH 51;12:30 - 12:45;-0.01;0.0
2026-04-04;QH 52;12:45 - 13:00;-0.01;0.0
2026-04-04;QH 53;13:00 - 13:15;-0.01;0.0
2026-04-04;QH 54;13:15 - 13:30;0.0;0.0
2026-04-04;QH 55;13:30 - 13:45;0.0;0.0
2026-04-04;QH 56;13:45 - 14:00;0.11;0.0
2026-04-04;QH 57;14:00 - 14:15;0.0;0.0
2026-04-04;QH 58;14:15 - 14:30;2.74;0.0
2026-04-04;QH 59;14:30 - 14:45;6.63;0.0
2026-04-04;QH 60;14:45 - 15:00;33.39;0.0
2026-04-04;QH 61;15:00 - 15:15;13.39;0.0
2026-04-04;QH 62;15:15 - 15:30;47.95;0.0
2026-04-04;QH 63;15:30 - 15:45;91.14;0.0
2026-04-04;QH 64;15:45 - 16:00;98.46;0.0
2026-04-04;QH 65;16:00 - 16:15;61.62;0.0
2026-04-04;QH 66;16:15 - 16:30;93.37;0.0
2026-04-04;QH 67;16:30 - 16:45;120.98;0.0
2026-04-04;QH 68;16:45 - 17:00;162.41;0.0
2026-04-04;QH 69;17:00 - 17:15;127.98;0.0
2026-04-04;QH 70;17:15 - 17:30;137.08;0.0
2026-04-04;QH 71;17:30 - 17:45;165.87;0.0
2026-04-04;QH 72;17:45 - 18:00;168.56;0.0
2026-04-04;QH 73;18:00 - 18:15;174.95;0.0
2026-04-04;QH 74;18:15 - 18:30;136.01;0.0
2026-04-04;QH 75;18:30 - 18:45;127.14;0.0
2026-04-04;QH 76;18:45 - 19:00;104.86;0.0
2026-04-04;QH 77;19:00 - 19:15;134.01;0.0
2026-04-04;QH 78;19:15 - 19:30;106.55;0.0
2026-04-04;QH 79;19:30 - 19:45;96.06;0.0
2026-04-04;QH 80;19:45 - 20:00;78.73;0.0
2026-04-04;QH 81;20:00 - 20:15;109.81;0.0
2026-04-04;QH 82;20:15 - 20:30;79.97;0.0
2026-04-04;QH 83;20:30 - 20:45;64.54;0.0
2026-04-04;QH 84;20:45 - 21:00;52.91;0.0
2026-04-04;QH 85;21:00 - 21:15;67.09;0.0
2026-04-04;QH 86;21:15 - 21:30;44.79;0.0
2026-04-04;QH 87;21:30 - 21:45;33.4;0.0
2026-04-04;QH 88;21:45 - 22:00;22.05;0.0
